text,label
"Just sharing — under PMFBY, a farmer's premium share is fixed regardless of the crop's actual risk profile, keeping insurance affordable.",genuine
Note: MGNREGA job cards are issued at the gram panchayat level and list the household members eligible for guaranteed wage employment.,genuine
"Is this real? post says MGNREGA wages are being paid in advance this year, just submit your Aadhaar and bank details on this Google form.",misleading
"For reference, under PMKSY's Per Drop More Crop component, farmers get subsidy on drip and sprinkler irrigation equipment.",genuine
"For reference, PM Kisan Maan-Dhan Yojana enrollment can be done at the nearest Common Service Centre with Aadhaar and a savings bank account.",genuine
Farmers can track their PMFBY claim status directly on pmfby.gov.in using their policy number.,genuine
"Under PMFBY, a farmer's premium share is fixed regardless of the crop's actual risk profile, keeping insurance affordable.",genuine
PM-KUSUM scheme offers subsidy on solar water pumps so farmers can cut diesel and electricity costs for irrigation.,genuine
Is this real? message says PMFBY claims for this season will be auto-approved if you just forward this to your family WhatsApp groups.,misleading
Warning shared by a relative: chain message warns your KCC will be permanently cancelled tonight unless you click this link and re-verify your loan.,misleading
"Message says e-NAM has launched a lucky draw for farmers who register today, winners get ₹1 lakh instantly.",misleading
Just sharing — MGNREGA job cards are issued at the gram panchayat level and list the household members eligible for guaranteed wage employment.,genuine
This message says Soil Health Card is being 'upgraded' and asks farmers to pay ₹300 through a QR code to keep their card active.,misleading
Just sharing — farmers growing notified crops in a notified area are eligible to apply for PMFBY coverage in that season.,genuine
MGNREGA job cards are issued at the gram panchayat level and list the household members eligible for guaranteed wage employment.,genuine
Received this in a group: chain message warns your KCC will be permanently cancelled tonight unless you click this link and re-verify your loan.,misleading
Just sharing — e-NAM integration lets a farmer in one state see live bidding prices from buyers in other states before deciding where to sell.,genuine
NABARD provides refinance support to banks that extend Kisan Credit Card loans to small and marginal farmers.,genuine
"Is this real? A voice note is going around claiming the agriculture minister announced instant ₹20,000 for every farmer who shares this note.",misleading
"Soil Health Card recommendations include the right dose of nitrogen, phosphorus and potassium fertilizer for a farmer's specific field.",genuine
"Warning shared by a relative: post claims KCC loan interest has become fully waived for this month only, apply urgently on this link before it closes.",misleading
Note: A farmer with a valid Kisan Credit Card can also access crop loans for allied activities like fisheries and animal husbandry.,genuine
Message says PMFBY claims for this season will be auto-approved if you just forward this to your family WhatsApp groups.,misleading
"Just sharing — soil Health Card recommendations include the right dose of nitrogen, phosphorus and potassium fertilizer for a farmer's specific field.",genuine
"Warning shared by a relative: A message claims scanning this code will 'unlock' your blocked PM-Kisan account instantly, no documents needed.",misleading
Is this real? chain message warns your KCC will be permanently cancelled tonight unless you click this link and re-verify your loan.,misleading
"Is this real? post claims KCC loan interest has become fully waived for this month only, apply urgently on this link before it closes.",misleading
Is this real? this message says Soil Health Card is being 'upgraded' and asks farmers to pay ₹300 through a QR code to keep their card active.,misleading
"For reference, PM-KUSUM scheme offers subsidy on solar water pumps so farmers can cut diesel and electricity costs for irrigation.",genuine
Warning shared by a relative: message says PMFBY claims for this season will be auto-approved if you just forward this to your family WhatsApp groups.,misleading
"Note: soil Health Card recommendations include the right dose of nitrogen, phosphorus and potassium fertilizer for a farmer's specific field.",genuine
Note: e-NAM integration lets a farmer in one state see live bidding prices from buyers in other states before deciding where to sell.,genuine
Received this in a group: viral image claims the government is giving free fertilizer bags to anyone who registers with a phone number on this random website.,misleading
"Is it true PM-Kisan money doubles if you register on this app? A friend sent me this link, should I trust it?",misleading
"For reference, MGNREGA job cards are issued at the gram panchayat level and list the household members eligible for guaranteed wage employment.",genuine
This forward says MSP has been scrapped and farmers must sell only through this new 'official' app launching today.,misleading
"For reference, NABARD provides refinance support to banks that extend Kisan Credit Card loans to small and marginal farmers.",genuine
"A voice note is going around claiming the agriculture minister announced instant ₹20,000 for every farmer who shares this note.",misleading
"Received this in a group: post says MGNREGA wages are being paid in advance this year, just submit your Aadhaar and bank details on this Google form.",misleading
Received this in a group: A message claims PM Kisan Maan-Dhan pension will start immediately with no contribution if you pay a one-time ₹999 activation fee.,misleading
Chain message warns your KCC will be permanently cancelled tonight unless you click this link and re-verify your loan.,misleading
Received this in a group: someone posted that KCC farmers get a free mobile phone this month if they click and verify their number here.,misleading
Note: MSP for paddy and wheat is announced each season by the Cabinet Committee on Economic Affairs based on CACP recommendations.,genuine
Note: PM-KUSUM scheme offers subsidy on solar water pumps so farmers can cut diesel and electricity costs for irrigation.,genuine
Is this real? forward says the government is offering free tractors to the first 50 people who fill this form and pay a 'booking amount'.,misleading
State agriculture universities often run free soil-testing camps in coordination with the Soil Health Card scheme.,genuine
Viral image claims the government is giving free fertilizer bags to anyone who registers with a phone number on this random website.,misleading
Note: the e-KYC requirement for PM-Kisan can be completed either through OTP-based verification on the portal or biometric verification at a CSC.,genuine
"Warning shared by a relative: message says e-NAM has launched a lucky draw for farmers who register today, winners get ₹1 lakh instantly.",misleading
MSP for paddy and wheat is announced each season by the Cabinet Committee on Economic Affairs based on CACP recommendations.,genuine
"Note: the Kharif 2026 registration window for PMFBY closes on July 31, and loanee farmers are enrolled automatically by their bank.",genuine
Someone posted that KCC farmers get a free mobile phone this month if they click and verify their number here.,misleading
Note: pM-Kisan beneficiary status and installment history can be checked anytime using the 'Beneficiary Status' option on the official portal.,genuine
PM Kisan Maan-Dhan Yojana enrollment can be done at the nearest Common Service Centre with Aadhaar and a savings bank account.,genuine
"Is this real? A message claims scanning this code will 'unlock' your blocked PM-Kisan account instantly, no documents needed.",misleading
"Received this in a group: screenshot shared in the group claims e-NAM registration fee has increased to ₹1,000 and must be paid via this personal account.",misleading
Just sharing — PM-KUSUM scheme offers subsidy on solar water pumps so farmers can cut diesel and electricity costs for irrigation.,genuine
"Under PMKSY's Per Drop More Crop component, farmers get subsidy on drip and sprinkler irrigation equipment.",genuine
"For reference, pM-Kisan beneficiary status and installment history can be checked anytime using the 'Beneficiary Status' option on the official portal.",genuine
Warning shared by a relative: this forward says MSP has been scrapped and farmers must sell only through this new 'official' app launching today.,misleading
Warning shared by a relative: A message claims PM Kisan Maan-Dhan pension will start immediately with no contribution if you pay a one-time ₹999 activation fee.,misleading
"Warning shared by a relative: post going around says Soil Health Card holders are eligible for a 'bonus subsidy' of ₹15,000, apply only through this shortened link.",misleading
Someone shared that PMKSY irrigation subsidy has increased to 90% but you must act within 3 hours through this unofficial portal.,misleading
Received this in a group: forward says the government is offering free tractors to the first 50 people who fill this form and pay a 'booking amount'.,misleading
"Is this real? screenshot shared in the group claims e-NAM registration fee has increased to ₹1,000 and must be paid via this personal account.",misleading
Received this in a group: A caller claiming to be from the 'PM-Kisan office' asked for bank PIN over phone to release a pending installment — is this real?,misleading
The e-KYC requirement for PM-Kisan can be completed either through OTP-based verification on the portal or biometric verification at a CSC.,genuine
"Warning shared by a relative: is it true PM-Kisan money doubles if you register on this app? A friend sent me this link, should I trust it?",misleading
Warning shared by a relative: someone shared that PMKSY irrigation subsidy has increased to 90% but you must act within 3 hours through this unofficial portal.,misleading
A message claims PM Kisan Maan-Dhan pension will start immediately with no contribution if you pay a one-time ₹999 activation fee.,misleading
Warning shared by a relative: someone forwarded that not updating your Aadhaar on this random site will stop all future PM-Kisan installments permanently.,misleading
"Note: under PMKSY's Per Drop More Crop component, farmers get subsidy on drip and sprinkler irrigation equipment.",genuine
"A message claims scanning this code will 'unlock' your blocked PM-Kisan account instantly, no documents needed.",misleading
"For reference, state agriculture universities often run free soil-testing camps in coordination with the Soil Health Card scheme.",genuine
"Just sharing — KCC loan limits and interest subvention are reviewed by NABARD and RBI, not by any private company or app.",genuine
Is this real? someone posted that KCC farmers get a free mobile phone this month if they click and verify their number here.,misleading
Note: farmers can track their PMFBY claim status directly on pmfby.gov.in using their policy number.,genuine
"Note: under PMFBY, a farmer's premium share is fixed regardless of the crop's actual risk profile, keeping insurance affordable.",genuine
Note: NABARD provides refinance support to banks that extend Kisan Credit Card loans to small and marginal farmers.,genuine
Rumor says all pending PMFBY claims will be cancelled if farmers don't reply 'YES' to this forwarded message immediately.,misleading
Warning shared by a relative: forward says the government is offering free tractors to the first 50 people who fill this form and pay a 'booking amount'.,misleading
Note: PM Kisan Maan-Dhan Yojana enrollment can be done at the nearest Common Service Centre with Aadhaar and a savings bank account.,genuine
"Post going around says Soil Health Card holders are eligible for a 'bonus subsidy' of ₹15,000, apply only through this shortened link.",misleading
"Is this real? message says e-NAM has launched a lucky draw for farmers who register today, winners get ₹1 lakh instantly.",misleading
Just sharing — pM-Kisan beneficiary status and installment history can be checked anytime using the 'Beneficiary Status' option on the official portal.,genuine
Is this real? A caller claiming to be from the 'PM-Kisan office' asked for bank PIN over phone to release a pending installment — is this real?,misleading
Just sharing — NABARD provides refinance support to banks that extend Kisan Credit Card loans to small and marginal farmers.,genuine
"Screenshot shared in the group claims e-NAM registration fee has increased to ₹1,000 and must be paid via this personal account.",misleading
Is this real? viral image claims the government is giving free fertilizer bags to anyone who registers with a phone number on this random website.,misleading
"For reference, paramparagat Krishi Vikas Yojana supports farmer clusters transitioning to certified organic farming over a three-year cycle.",genuine
"Warning shared by a relative: A voice note is going around claiming the agriculture minister announced instant ₹20,000 for every farmer who shares this note.",misleading
Received this in a group: this message says Soil Health Card is being 'upgraded' and asks farmers to pay ₹300 through a QR code to keep their card active.,misleading
Received this in a group: this forward says MSP has been scrapped and farmers must sell only through this new 'official' app launching today.,misleading
Is this real? rumor says all pending PMFBY claims will be cancelled if farmers don't reply 'YES' to this forwarded message immediately.,misleading
Is this real? someone forwarded that not updating your Aadhaar on this random site will stop all future PM-Kisan installments permanently.,misleading
"For reference, the e-KYC requirement for PM-Kisan can be completed either through OTP-based verification on the portal or biometric verification at a CSC.",genuine
"For reference, farmers who missed a PM-Kisan installment should first check their eKYC and land record status before contacting their bank.",genuine
Warning shared by a relative: viral image claims the government is giving free fertilizer bags to anyone who registers with a phone number on this random website.,misleading
Just sharing — farmers who missed a PM-Kisan installment should first check their eKYC and land record status before contacting their bank.,genuine
PM-Kisan beneficiary status and installment history can be checked anytime using the 'Beneficiary Status' option on the official portal.,genuine
"Warning shared by a relative: screenshot shared in the group claims e-NAM registration fee has increased to ₹1,000 and must be paid via this personal account.",misleading
"Post claims KCC loan interest has become fully waived for this month only, apply urgently on this link before it closes.",misleading
"The Kharif 2026 registration window for PMFBY closes on July 31, and loanee farmers are enrolled automatically by their bank.",genuine
Is this real? this forward says MSP has been scrapped and farmers must sell only through this new 'official' app launching today.,misleading
Just sharing — state agriculture universities often run free soil-testing camps in coordination with the Soil Health Card scheme.,genuine
"For reference, e-NAM integration lets a farmer in one state see live bidding prices from buyers in other states before deciding where to sell.",genuine
Just sharing — PM Kisan Maan-Dhan Yojana enrollment can be done at the nearest Common Service Centre with Aadhaar and a savings bank account.,genuine
"Just sharing — under PMKSY's Per Drop More Crop component, farmers get subsidy on drip and sprinkler irrigation equipment.",genuine
Farmers growing notified crops in a notified area are eligible to apply for PMFBY coverage in that season.,genuine
Paramparagat Krishi Vikas Yojana supports farmer clusters transitioning to certified organic farming over a three-year cycle.,genuine
Warning shared by a relative: this message says Soil Health Card is being 'upgraded' and asks farmers to pay ₹300 through a QR code to keep their card active.,misleading
"For reference, the Kharif 2026 registration window for PMFBY closes on July 31, and loanee farmers are enrolled automatically by their bank.",genuine
Is this real? someone shared that PMKSY irrigation subsidy has increased to 90% but you must act within 3 hours through this unofficial portal.,misleading
Just sharing — the e-KYC requirement for PM-Kisan can be completed either through OTP-based verification on the portal or biometric verification at a CSC.,genuine
"Received this in a group: message says e-NAM has launched a lucky draw for farmers who register today, winners get ₹1 lakh instantly.",misleading
"Received this in a group: is it true PM-Kisan money doubles if you register on this app? A friend sent me this link, should I trust it?",misleading
Is this real? A message claims PM Kisan Maan-Dhan pension will start immediately with no contribution if you pay a one-time ₹999 activation fee.,misleading
"Is this real? post going around says Soil Health Card holders are eligible for a 'bonus subsidy' of ₹15,000, apply only through this shortened link.",misleading
"Note: did you know PM-Kisan payments are sent directly to the farmer's linked bank account, with no agent or middleman involved?",genuine
"Received this in a group: A message claims scanning this code will 'unlock' your blocked PM-Kisan account instantly, no documents needed.",misleading
Warning shared by a relative: someone posted that KCC farmers get a free mobile phone this month if they click and verify their number here.,misleading
A caller claiming to be from the 'PM-Kisan office' asked for bank PIN over phone to release a pending installment — is this real?,misleading
"Just sharing — the Kharif 2026 registration window for PMFBY closes on July 31, and loanee farmers are enrolled automatically by their bank.",genuine
Just sharing — A farmer with a valid Kisan Credit Card can also access crop loans for allied activities like fisheries and animal husbandry.,genuine
Note: farmers growing notified crops in a notified area are eligible to apply for PMFBY coverage in that season.,genuine
"For reference, MSP for paddy and wheat is announced each season by the Cabinet Committee on Economic Affairs based on CACP recommendations.",genuine
A farmer with a valid Kisan Credit Card can also access crop loans for allied activities like fisheries and animal husbandry.,genuine
Forward says the government is offering free tractors to the first 50 people who fill this form and pay a 'booking amount'.,misleading
"For reference, farmers growing notified crops in a notified area are eligible to apply for PMFBY coverage in that season.",genuine
"For reference, soil Health Card recommendations include the right dose of nitrogen, phosphorus and potassium fertilizer for a farmer's specific field.",genuine
Just sharing — paramparagat Krishi Vikas Yojana supports farmer clusters transitioning to certified organic farming over a three-year cycle.,genuine
Farmers who missed a PM-Kisan installment should first check their eKYC and land record status before contacting their bank.,genuine
Someone forwarded that not updating your Aadhaar on this random site will stop all future PM-Kisan installments permanently.,misleading
Received this in a group: someone forwarded that not updating your Aadhaar on this random site will stop all future PM-Kisan installments permanently.,misleading
Warning shared by a relative: rumor says all pending PMFBY claims will be cancelled if farmers don't reply 'YES' to this forwarded message immediately.,misleading
Note: farmers who missed a PM-Kisan installment should first check their eKYC and land record status before contacting their bank.,genuine
Just sharing — MSP for paddy and wheat is announced each season by the Cabinet Committee on Economic Affairs based on CACP recommendations.,genuine
"Just sharing — did you know PM-Kisan payments are sent directly to the farmer's linked bank account, with no agent or middleman involved?",genuine
"Post says MGNREGA wages are being paid in advance this year, just submit your Aadhaar and bank details on this Google form.",misleading
Just sharing — farmers can track their PMFBY claim status directly on pmfby.gov.in using their policy number.,genuine
Note: state agriculture universities often run free soil-testing camps in coordination with the Soil Health Card scheme.,genuine
"Note: KCC loan limits and interest subvention are reviewed by NABARD and RBI, not by any private company or app.",genuine
Warning shared by a relative: A caller claiming to be from the 'PM-Kisan office' asked for bank PIN over phone to release a pending installment — is this real?,misleading
"Warning shared by a relative: post says MGNREGA wages are being paid in advance this year, just submit your Aadhaar and bank details on this Google form.",misleading
"For reference, farmers can track their PMFBY claim status directly on pmfby.gov.in using their policy number.",genuine
Note: paramparagat Krishi Vikas Yojana supports farmer clusters transitioning to certified organic farming over a three-year cycle.,genuine
"For reference, under PMFBY, a farmer's premium share is fixed regardless of the crop's actual risk profile, keeping insurance affordable.",genuine
"Received this in a group: post going around says Soil Health Card holders are eligible for a 'bonus subsidy' of ₹15,000, apply only through this shortened link.",misleading
"For reference, did you know PM-Kisan payments are sent directly to the farmer's linked bank account, with no agent or middleman involved?",genuine
"Received this in a group: post claims KCC loan interest has become fully waived for this month only, apply urgently on this link before it closes.",misleading
"Received this in a group: A voice note is going around claiming the agriculture minister announced instant ₹20,000 for every farmer who shares this note.",misleading
e-NAM integration lets a farmer in one state see live bidding prices from buyers in other states before deciding where to sell.,genuine
Received this in a group: rumor says all pending PMFBY claims will be cancelled if farmers don't reply 'YES' to this forwarded message immediately.,misleading
"For reference, KCC loan limits and interest subvention are reviewed by NABARD and RBI, not by any private company or app.",genuine
"Did you know PM-Kisan payments are sent directly to the farmer's linked bank account, with no agent or middleman involved?",genuine
Received this in a group: message says PMFBY claims for this season will be auto-approved if you just forward this to your family WhatsApp groups.,misleading
"For reference, A farmer with a valid Kisan Credit Card can also access crop loans for allied activities like fisheries and animal husbandry.",genuine
"Is this real? is it true PM-Kisan money doubles if you register on this app? A friend sent me this link, should I trust it?",misleading
